gene_a,gene_b,gene_a_label,gene_b_label,corr_mrna,corr_protein,corr_cross_ab,corr_cross_ba,n_samples_mrna,n_samples_protein,predicate_group
25897,654499,,,0.021815684245991916,,,,878,0,random
27434,9712,,,-0.1766413593118218,,,,878,0,random
104326193,5900,,,0.03442403868020642,,,,878,0,random
106481813,388333,,,0.040154031248238714,,,,878,0,random
101241891,645651,,,-0.010420736984578464,,,,878,0,random
100130566,5962,,,0.08897363833086436,,,,878,0,random
128193295,442442,,,0.045749695479561814,,,,878,0,random
122011,23390,,,0.198853506377639,,,,878,0,random
100996246,8832,,,0.03165282731828767,,,,878,0,random
5205,54813,,,0.6472189487806268,,,,878,0,random
105378786,30010,,,0.037258859348833724,,,,878,0,random
107985092,124905846,,,,,,,878,0,random
100271112,127379741,,,0.19469826693519082,,,,878,0,random
100506465,642840,,,0.06079475257658507,,,,878,0,random
101929584,58492,,,-0.023242067652469976,,,,878,0,random
442912,642648,,,0.11938997810717894,,,,878,0,random
10053,157855,,,0.05539018870531812,,,,878,0,random
28827,445582,,,-0.048507441735341605,,,,878,0,random
100616390,7386,,,-0.05489314114488197,,,,878,0,random
11166,1475,,,0.12340815742778875,,,,878,0,random
440163,450234,,,0.05709039119719428,,,,878,0,random
103689845,106480381,,,-0.014407588427997593,,,,878,0,random
11099,79733,,,-0.10641322845350114,,,,878,0,random
390131,8515,,,0.00441340416347474,,,,878,0,random
5159,56888,,,-0.06874019067190143,,,-0.11972354824588954,878,0,random
100616141,105370424,,,0.0296567472853356,,,,878,0,random
106144527,4599,,,0.023449043089339136,,,,878,0,random
126170,1338,,,0.1094023463584381,,,,878,0,random
106481686,2834,,,0.10740978402973654,,,,878,0,random
100421816,128869,,,0.015625354359661198,,,,878,0,random
10113,106478951,,,-0.12200434394638439,,,,878,0,random
101927983,139355233,,,0.045860736380094254,,,,878,0,random
100270648,106480441,,,0.08309180003231403,,,,878,0,random
3293,544,,,0.11503947357408732,,,,878,0,random
101927763,219793,,,0.08863462267141901,,,,878,0,random
100874488,319121,,,0.12192143838432115,,,,878,0,random
100288493,6855,,,-0.021870352365615027,,,,878,0,random
100873362,105376444,,,0.009003355994940085,,,,878,0,random
107075096,25946,,,0.01501700311975171,,,,878,0,random
100132380,4295,,,0.14548991597548389,,,,878,0,random
27291,283847,,,0.004524656818208499,,,,878,0,random
114841037,85569,,,0.007890954516402253,,,,878,0,random
107075170,81431,,,0.028012710759352098,,,,878,0,random
10938,3099,,,-0.1287053444335556,,-0.15667496169812514,,878,0,random
100462990,728556,,,0.02357892768090322,,,,878,0,random
4625,55320,,,-0.0025693380611153567,,,,878,0,random
100128966,266698,,,0.00031492655745284787,,,,878,0,random
107075277,28339,,,-0.03832712218109596,,,,878,0,random
22827,5000,,,-0.024438489481536964,,,,878,0,random
11004,654383,,,-0.10146788934494773,,,,878,0,random
100422500,84651,,,0.07094536759785366,,,,878,0,random
100506475,101410545,,,0.13536267856701706,,,,878,0,random
693214,8383,,,0.022161775848346627,,,,878,0,random
102466983,7048,,,-0.02436585377540846,,,,878,0,random
3852,64926,,,0.1950698228833243,,,,878,0,random
2244,645978,,,-0.06118275865467567,,,,878,0,random
285315,389208,,,-0.020211253637507542,,,,878,0,random
4728,9923,,,-0.1957555860761632,,,,878,0,random
1676,9968,,,0.41126910178014475,,,,878,0,random
54532,9668,,,0.4213451190072588,,,,878,0,random
117583,392232,,,0.03262715385997407,,,,878,0,random
106481329,51384,,,0.05927707409734377,,,,878,0,random
378884,8892,,,0.11079097548287913,,,,878,0,random
100419724,344454,,,0.04655069580196469,,,,878,0,random
201163,3250,,,-0.032177082552477004,,,,878,0,random
102465489,106479776,,,-0.006801048882580075,,,,878,0,random
100270960,84940,,,0.006313011086076618,,,,878,0,random
106481750,338821,,,0.0017139749508576167,,,,878,0,random
100616266,284383,,,0.09013497416059342,,,,878,0,random
84657,84817,,,-0.14047543245672978,,,,878,0,random
123466215,5128,,,-0.25906767530666686,,,,878,0,random
105379407,23601,,,-0.08320120232784178,,,,878,0,random
115482724,4982,,,-0.035212758072728154,,,,878,0,random
109617005,4832,,,-0.03922863307643467,,,,878,0,random
105372629,57157,,,0.015243260269014146,,,,878,0,random
107105256,107984461,,,-0.00523413765879083,,,,878,0,random
100287325,106481657,,,-0.02972189694498745,,,,878,0,random
127460881,3268,,,-0.011969153235144614,,,,878,0,random
257093,7139,,,-0.05021726878329339,,,,878,0,random
100288332,9526,,,0.09832233832411037,,,,878,0,random
338653,9389,,,0.06275376847704063,,,,878,0,random
122011,8870,,,0.04394770006880803,,,,878,0,random
100129168,100132774,,,0.14279818858439175,,,,878,0,random
100874264,54988,,,0.20522037903969012,,,,878,0,random
137868,2658,,,0.05714327567729245,,,,878,0,random
124905743,4048,,,0.05664744262936125,,,,878,0,random
106480791,11218,,,0.019823125146375457,,,,878,0,random
102724450,10776,,,-0.013848490395265835,,,,878,0,random
100312775,253012,,,0.009018475977211457,,,,878,0,random
106480037,2019,,,-0.03484439406453226,,,,878,0,random
100507361,728194,,,-0.02893087419864716,,,,878,0,random
5414,84108,,,-0.014054486051369164,,,,878,0,random
153090,6557,,,0.037030816812061565,,,,878,0,random
100874384,343066,,,,,,,878,0,random
102724354,220974,,,-0.024377349894871024,,,,878,0,random
100271001,100506895,,,0.05058705647717212,,,,878,0,random
11281,9467,,,-0.012423356073378782,,,,878,0,random
100124541,117981788,,,,,,,878,0,random
100133139,102465855,,,,,,,878,0,random
5387,7087,,,0.19180618706694036,,,,878,0,random
100302237,6464,,,0.1535620109708165,,0.02538881362917225,,878,0,random
106480156,494327,,,0.0024775773382087578,,,,878,0,random
100287266,1448,,,0.006552076128071464,,,,878,0,random
119545628,64172,,,-0.07530044731810626,,,,878,0,random
100529261,106481472,,,,,,,878,0,random
102724951,121009648,,,-0.016479832577924843,,,,878,0,random
28720,7088,,,-0.05740956389682614,,,,878,0,random
102465427,8665,,,,,,,878,0,random
1592,8411,,,0.14786977871796764,,,,878,0,random
254240,8733,,,0.025299017863412005,,,,878,0,random
106481196,57492,,,-0.0290652056778765,,,,878,0,random
11161,54067,,,-0.07221581545723008,,,,878,0,random
100271574,55132,,,0.014714633498568785,,,,878,0,random
100270859,57106,,,-0.028449502611564047,,,,878,0,random
124902595,148479,,,-0.11524134038080246,,,,878,0,random
1993,6169,,,-0.01888185896900915,,,,878,0,random
107985456,352964,,,0.002694837124741805,,,,878,0,random
54490,85465,,,-0.041843666601374556,,,,878,0,random
100422635,324,,,0.10817149048936942,,,,878,0,random
284837,79314,,,0.0399497213793861,,,,878,0,random
112752,2035,,,-0.2150604581968702,,,,878,0,random
100289097,11176,,,0.024025771702241676,,,,878,0,random
106481479,57829,,,0.02524836787055099,,,,878,0,random
100132606,106479227,,,0.30967647583694435,,,,878,0,random
100310853,334,,,0.04872024298984985,,,,878,0,random
102466103,137805484,,,0.09724838346723323,,,,878,0,random
101928790,9068,,,-0.01428183186565593,,,,878,0,random
728095,9514,,,-0.06147197614672715,,,,878,0,random
105374419,613037,,,0.09173402769851019,,,,878,0,random
100131060,219595,,,0.009769412982879803,,,,878,0,random
391765,503840,,,-0.007736725613415977,,,,878,0,random
65250,92736,,,-0.014624826377188312,,,,878,0,random
4626,677835,,,,,,,878,0,random
28813,5970,,,0.001721710816134054,,0.07490504195952671,,878,0,random
170082,912,,,0.016326016571174395,,,,878,0,random
319133,9985,,,,,,,878,0,random
100616275,286319,,,-0.06428010966008219,,,,878,0,random
100422432,101954204,,,0.0753474203816534,,,,878,0,random
389537,693211,,,0.08442777112696409,,,,878,0,random
10324,55897,,,-0.03527577070520583,,,,878,0,random
107986209,114112,,,0.08533550158421079,,,,878,0,random
390618,8702,,,0.018502836479367735,,,,878,0,random
100421397,100527949,,,,,,,878,0,random
100616189,23587,,,0.013073958354879171,,,,878,0,random
114,122553,,,0.017414362416201902,,,,878,0,random
106481198,131566,,,0.11493678994063752,,,,878,0,random
106481049,349842,,,-0.00502198381019096,,,,878,0,random
10250,106480199,,,0.04019171452164573,,,,878,0,random
106479498,64064,,,-0.04275554352195188,,,,878,0,random
101180897,359731,,,-0.022312374627391784,,,,878,0,random
1820,286183,,,-0.09883088186115782,,,,878,0,random
11223,79693,,,0.016378407204791244,,,,878,0,random
100507437,106481256,,,-0.05294173992709413,,,,878,0,random
100996438,292,,,0.07627132876919328,,,,878,0,random
106480139,10848,,,0.03859949981987906,,,,878,0,random
225689,440040,,,-0.06431143563775196,,,,878,0,random
106481599,65108,,,-0.057407880164638506,,,,878,0,random
100421975,55821,,,0.05340375439889308,,,,878,0,random
23382,79178,,,0.3405365203122355,,,,878,0,random
574494,81449,,,0.029561703071694048,,,,878,0,random
79735,80267,,,0.12814702241746617,,,,878,0,random
26149,387316,,,-0.011136246069121161,,,,878,0,random
100128605,114112,,,0.023907747425009132,,,,878,0,random
4172,768219,,,-0.011827370164547511,,,,878,0,random
123706549,201475,,,-0.029921353817998854,,,,878,0,random
100131012,57559,,,0.016557717508627626,,,,878,0,random
111082974,51637,,,0.006552696158207069,,,,878,0,random
103689912,344813,,,-0.010712193955266874,,,,878,0,random
105369147,107063611,,,0.038310620893327915,,,,878,0,random
103504737,735,,,0.01428639794842528,,,,878,0,random
51726,8373,,,0.11638924087878032,,,,878,0,random
101927503,4105,,,-0.051183802697736126,,,,878,0,random
2875,403252,,,0.0844193858166563,,,,878,0,random
105371828,6918,,,-0.040218132988955616,,,,878,0,random
55233,57758,,,0.08568513676453623,,,,878,0,random
100132476,60681,,,0.029934471597459468,,,,878,0,random
256691,8266,,,-0.05470521585979629,,,,878,0,random
201229,8225,,,0.4123701293169524,,,,878,0,random
266655,9372,,,0.3760107011583633,,,,878,0,random
6555,8233,,,0.00943371886249375,,,,878,0,random
26525,3030,,,-0.026888267278428017,,,,878,0,random
145978,55505,,,0.002715798001169361,,,,878,0,random
100287140,100422846,,,-0.007888800365717305,,,,878,0,random
390131,4085,,,-0.05408957732489095,,,,878,0,random
120146,122455338,,,0.011686448553610281,,,,878,0,random
102723370,4213,,,0.20121272737822674,,,,878,0,random
643447,8291,,,-0.08689639997602436,,,,878,0,random
124220,51339,,,0.12269291682997704,,,,878,0,random
100127888,101927868,,,0.11794062238723578,,,,878,0,random
1889,4839,,,0.028195992034358307,,,,878,0,random
100505506,7773,,,-0.1570507880297365,,,,878,0,random
23213,728432,,,0.012841908840339953,,,,878,0,random
352967,3992,,,0.025526477197470705,,,,878,0,random
100129468,10166,,,0.0640793133124284,,,,878,0,random
2108,400794,,,0.0252322166130717,,,,878,0,random
1889,392376,,,0.028864747721369575,,,,878,0,random
442338,5603,,,-0.03639261020801551,,,,878,0,random
100506564,400224,,,-0.1739897075627864,,,,878,0,random
101928646,360174,,,0.05449892969419375,,,,878,0,random
100874401,1974,,,0.05613526582331581,,,,878,0,random
153090,6098,,,0.023186755464841963,,,,878,0,random
116138,349565,,,0.05239559995360158,,,,878,0,random
100873771,128966570,,,-0.00017826005042118499,,,,878,0,random
124540,727851,,,0.15118891423023778,,,,878,0,random
111501764,646851,,,-0.07904287107557026,,,,878,0,random
386745,728366,,,-0.011342423265357693,,,,878,0,random
106480882,8001,,,-0.0322210601827017,,,,878,0,random
326293,81298,,,0.039292939255398666,,,,878,0,random
102724023,219960,,,-0.05553266417254985,,,,878,0,random
148789,403299,,,0.0150996648400307,,,,878,0,random
100129402,57127,,,-0.05646697842809632,,,,878,0,random
81392,84516,,,0.10528352392069099,,,,878,0,random
100380272,3953,,,0.15336113551766065,,,,878,0,random
100129074,3376,,,-0.06949045341042506,,,,878,0,random
106481115,56901,,,-0.09825565070860467,,,,878,0,random
346606,7695,,,-0.05008332151053653,,,,878,0,random
442319,9221,,,0.11567461581273678,,,,878,0,random
643371,89,,,-0.029426285631240546,,,,878,0,random
100131078,100421779,,,0.030961863885217482,,,,878,0,random
399671,4881,,,0.004974756303785004,,,,878,0,random
100033416,838,,,,,,,878,0,random
100689074,319093,,,0.0008970515436970044,,,,878,0,random
84439,92737,,,0.10927443887664649,,,,878,0,random
100873556,106481116,,,0.03402083411168206,,,,878,0,random
26539,5031,,,-0.12901720599904226,,,,878,0,random
101928233,105370757,,,0.014521190223092189,,,,878,0,random
100130561,23679,,,-0.01912503299631385,,,,878,0,random
100616255,6983,,,-0.026927865805767226,,,,878,0,random
503627,574488,,,0.1405388879250575,,,,878,0,random
134548,85508,,,-0.03506322492151045,,,,878,0,random
2827,6164,,,0.059926613165696446,,,,878,0,random
100421756,106480380,,,0.22484238433737808,,,,878,0,random
100216544,554251,,,0.20911643116997702,,,,878,0,random
138639,28913,,,-0.08212684070227044,,,,878,0,random
84329,91966,,,-0.029811937549783014,,,,878,0,random
101927637,728178,,,-0.03819895634531795,,,,878,0,random
441771,652969,,,0.0013819572233947815,,,,878,0,random
100271039,9053,,,-0.10151189130771789,,,,878,0,random
100128139,100129853,,,0.03033163809059778,,,,878,0,random
28705,5955,,,-0.017098811290150995,,,,878,0,random
100505869,341674,,,0.03240710078415721,,,,878,0,random
101929196,730138,,,-0.05048960597044553,,,,878,0,random
139440221,9665,,,0.07274529039037377,,,,878,0,random
102465861,105373600,,,0.020802393550641778,,,,878,0,random
106478922,3735,,,-0.0909750083441829,,,,878,0,random
128312,9635,,,-0.04485217233204396,,,,878,0,random
128385370,80725,,,0.0370273923022615,,,,878,0,random
100873608,245911,,,0.12545850151586252,,,,878,0,random
106480311,645065,,,0.003924874831673536,,,,878,0,random
100422545,101927843,,,0.13258301282641302,,,,878,0,random
100500831,64062,,,0.03610195596683515,,,,878,0,random
100533646,26831,,,-0.01667331214571364,,,,878,0,random
285367,55198,,,-0.24530621129559937,,,,878,0,random
106478913,9247,,,0.0599684746151321,,,,878,0,random
100271334,646630,,,0.061246570597787806,,,,878,0,random
106479852,106480875,,,0.003081606329305042,,,,878,0,random
100616162,642394,,,-0.024096233163769402,,,,878,0,random
57722,645811,,,0.08133631395207347,,,,878,0,random
100874274,51035,,,-0.00043194812125251295,,,,878,0,random
100287140,286135,,,0.29217184301800303,,,,878,0,random
106479525,107986041,,,0.06620884380632282,,,,878,0,random
100271271,401533,,,-0.009690101579513668,,,,878,0,random
100616308,9053,,,0.007924412373071076,,,,878,0,random
106480223,1791,,,0.003921457900534,,,,878,0,random
100421462,101927974,,,0.020799645396498874,,,,878,0,random
100874197,5897,,,-0.009040962048960512,,,,878,0,random
401124,4356,,,-0.07174626748741743,,,,878,0,random
100631269,654346,,,-0.0720877207911507,,,,878,0,random
100421350,28505,,,0.0013509002199590591,,,,878,0,random
101929609,124900196,,,-0.012977077898822631,,,,878,0,random
113746,29035,,,0.08882410036641654,,,,878,0,random
106479595,375513,,,-0.017764672394762225,,,,878,0,random
6676,8333,,,0.11120721111149287,,,,878,0,random
100151664,341230,,,-0.028065731349711912,,,,878,0,random
162605,6722,,,-0.05984375157824935,,,,878,0,random
128266842,146861,,,0.06361098641245386,,,,878,0,random
100270992,26146,,,-0.051228397032208876,,,,878,0,random
106480176,107105278,,,0.00419579916618262,,,,878,0,random
25890,728121,,,-0.060388283635765413,,,,878,0,random
642843,79178,,,-0.05671126529742004,,,,878,0,random
23168,644076,,,-0.004137909402363346,,,,878,0,random
261735,28304,,,-0.05623213616104729,,,,878,0,random
100418877,285311,,,-0.003675286153738421,,,,878,0,random
7137,8623,,,0.16340424003546766,,,,878,0,random
100616477,64976,,,-0.18442559857855134,,,,878,0,random
118597831,6594,,,0.10928571984005042,,,,878,0,random
23469,5901,,,0.18858707337887742,,,,878,0,random
402415,6598,,,0.057126615310269344,,,,878,0,random
100616246,5698,,,-0.07976331242666998,,,,878,0,random
170622,259,,,-0.0071936436249360886,,,,878,0,random
100507362,106481438,,,-0.007520249842185359,,,,878,0,random
101927774,2970,,,0.008532991972197578,,,,878,0,random
100132058,114038,,,0.0682256486556494,,,,878,0,random
10255,285237,,,0.03512471358375818,,,,878,0,random
100419560,106481447,,,-0.02334957459603587,,,,878,0,random
107985820,150759,,,-0.0302969769710214,,,,878,0,random
100499227,105374714,,,0.0095824340151184,,,,878,0,random
100874246,124906004,,,0.17259628482761785,,,,878,0,random
100996539,4145,,,-0.15724258301209937,,,,878,0,random
100270753,154796,,,0.027223409368972037,,,,878,0,random
100422256,105373400,,,,,,,878,0,random
65980,81849,,,0.06390563942793982,,,,878,0,random
10528,23315,,,0.14778178463969693,,,,878,0,random
2797,440173,,,-0.012911078943325903,,,,878,0,random
207032,729085,,,0.04582343711275794,,,,878,0,random
406885,653125,,,0.05000080048170345,,,,878,0,random
106481431,9821,,,0.006339852666494379,,,,878,0,random
219957,51501,,,-0.008914008965139691,,,,878,0,random
10612,26261,,,0.2182558351125578,,,,878,0,random
100505893,56171,,,0.11618413830026314,,,,878,0,random
100132978,59286,,,-0.023636516873208106,,,,878,0,random
104266961,106481542,,,-0.01883361153420949,,,,878,0,random
103752583,2632,,,-0.008340383196347324,,,,878,0,random
389137,474382,,,-0.03246404735910209,,,,878,0,random
124904362,9054,,,-0.024732176914811405,,,,878,0,random
102465858,339210,,,-0.02225078210723322,,,,878,0,random
110806285,139728,,,-0.010703977738485353,,,,878,0,random
100113389,342371,,,0.2081212920757207,,,,878,0,random
100422889,106481497,,,0.04189492508939191,,,,878,0,random
1004,100874453,,,,,,,878,0,random
7142,81890,,,-0.001063103199596148,,,,878,0,random
1893,79312,,,0.0037902408744777388,,,,878,0,random
51510,574510,,,0.016389550038447227,,,,878,0,random
100873532,55164,,,0.016954903753242996,,,,878,0,random
337972,9746,,,0.07867262706165325,,,,878,0,random
106480157,54103,,,-0.07726040044960947,,,,878,0,random
106481619,2824,,,0.007045531330859263,,,,878,0,random
100128268,28948,,,-0.044739941734006645,,,,878,0,random
100874036,8705,,,-0.052722662773834014,,,,878,0,random
100147749,280,,,0.022610187866724165,,,,878,0,random
100130584,347051,,,0.02444657391724966,,,,878,0,random
106479358,23584,,,0.04509911003462288,,,,878,0,random
23037,5757,,,-0.05181450933910738,,,,878,0,random
100312803,440585,,,-0.0568013444612995,,,,878,0,random
104472714,6647,,,-0.09829706375310121,,0.01848877367838402,,878,0,random
100127905,100527963,,,-0.03445637462481329,,,,878,0,random
5019,55022,,,0.2509607048907333,,,,878,0,random
106479339,106481341,,,,,,,878,0,random
10376,399972,,,0.0940150128582994,,,,878,0,random
100128782,107075143,,,-0.0014258827766126941,,,,878,0,random
255239,3000,,,0.1700019178576957,,,,878,0,random
100874249,106479728,,,-0.008901089752435549,,,,878,0,random
284723,84529,,,0.04981273351616201,,,,878,0,random
100873449,352962,,,,,,,878,0,random
102723833,51280,,,-0.008541806499934348,,,,878,0,random
23612,341883,,,-0.058176836753951536,,,,878,0,random
101928656,7923,,,-0.001916563674073433,,,,878,0,random
254910,375035,,,-0.04849967874482772,,,,878,0,random
161882,6749,,,-0.14199247667155218,,,,878,0,random
100271144,140462,,,0.06888414438232254,,,,878,0,random
1086,1351,,,-0.01444906842420074,,,,878,0,random
27342,9282,,,-0.10787501373691584,,,,878,0,random
106479934,106480592,,,0.5093520323996735,,,,878,0,random
10635,693235,,,,,,,878,0,random
2231,55825,,,-0.00741081113903928,,,,878,0,random
255631,285367,,,-0.1814363659874087,,,,878,0,random
101929107,285326,,,0.035400275023075196,,,,878,0,random
100131787,100419645,,,0.041423289702686474,,,,878,0,random
100302133,106479482,,,0.003288824963199986,,,,878,0,random
400644,85459,,,0.08181235853760449,,,,878,0,random
127460886,3608,,,-0.028908276942444834,,,,878,0,random
106481129,57679,,,-0.010393084083138663,,,,878,0,random
23784,4047,,,-0.05404462732208742,,,,878,0,random
100422381,107985538,,,0.03348769393592486,,,,878,0,random
101928337,124900555,,,0.06407353699338919,,,,878,0,random
106480782,646433,,,-0.011117082004364395,,,,878,0,random
100505664,7164,,,-0.054082775251836704,,,,878,0,random
219875,4106,,,0.027139706264538842,,,,878,0,random
100132304,788,,,0.009480474140908947,,,,878,0,random
101928270,403150,,,-0.0403755364552147,,,,878,0,random
100873878,64772,,,0.007995083442571872,,,,878,0,random
100500849,353144,,,,,,,878,0,random
1987,55160,,,0.06471304530050626,,,,878,0,random
1743,2551,,,0.4321350420271912,,,,878,0,random
170487,392265,,,,,,,878,0,random
107075259,55220,,,-0.018303649459189053,,,,878,0,random
100422888,102725079,,,0.16780453118905417,,,,878,0,random
28770,56931,,,-0.005025094885355278,,,,878,0,random
221188,643733,,,0.5750829283417291,,,,878,0,random
100532737,5195,,,,,,,878,0,random
28683,83259,,,0.025807015010789462,,,,878,0,random
